competenciamov,regiao,uf,municipio,secao,subclasse,saldomovimentacao,cbo2002ocupacao,categoria,graudeinstrucao,idade,horascontratuais,racacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentacao,tipodedeficiencia,indtrabintermitente,indtrabparcial,salario,tamestabjan,indicadoraprendiz,origemdainformacao,competenciadec,indicadordeforadoprazo,unidadesalariocodigo,valorsalariofixo
202601,4,43,430920,N,8121400,1,414140,101,7,33,"44,00",1,1,0,1,97,0,0,0,"1979,00",5,0,1,202601,0,5,"1979,00"
202601,4,43,431490,N,8111700,-1,517410,101,7,68,"36,00",1,1,0,1,43,0,0,0,"1991,06",7,0,1,202601,0,5,"1991,06"
202601,4,43,430960,E,3812200,1,784205,101,6,36,"44,00",3,1,0,1,97,0,0,0,"1967,29",7,0,1,202601,0,5,"1967,29"
202601,4,43,432300,N,8129000,1,514320,111,3,29,"44,00",2,3,0,1,97,0,1,9,"1766,60",5,0,1,202601,0,1,"8,03"
202601,4,43,431490,N,8111700,1,513425,101,7,27,"44,00",1,3,0,1,97,0,0,0,"1653,58",2,0,1,202601,0,5,"1653,58"
202601,4,43,430460,N,8121400,-1,514320,101,5,18,"44,00",1,3,0,1,40,0,0,0,"1765,86",7,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8111700,1,422130,101,7,30,"44,00",1,1,0,1,97,0,0,0,"1996,44",7,0,1,202601,0,5,"1996,44"
202601,4,43,431490,E,3811400,-1,514205,101,7,44,"44,00",3,1,0,1,31,0,0,0,"2082,31",9,0,1,202601,0,5,"2082,31"
202601,4,43,431490,N,8121400,1,514320,111,7,30,"44,00",1,3,0,1,97,0,1,0,"1654,40",8,0,1,202601,0,1,"7,52"
202601,4,43,431490,N,8130300,-1,411035,101,7,39,"24,00",1,3,0,1,40,0,0,0,"963,20",2,0,1,202601,0,5,"963,20"
202601,4,43,431760,N,8111700,-1,517420,101,3,63,"44,00",1,1,0,1,31,0,0,0,"2021,00",8,0,1,202601,0,5,"2021,00"
202601,4,43,430310,N,8121400,1,410105,106,5,26,"44,00",2,3,0,1,97,0,0,0,"3169,50",10,0,1,202601,0,5,"3169,50"
202601,4,43,431800,N,8020001,-1,951305,101,8,19,"44,00",1,1,0,1,40,0,0,0,"1661,00",7,0,1,202601,0,5,"1661,00"
202601,4,43,430463,N,8020001,-1,517420,101,7,25,"44,00",1,1,0,1,43,0,0,0,"1667,60",4,0,1,202601,0,5,"1667,60"
202601,4,43,431560,N,8121400,1,514320,101,7,26,"44,00",1,1,0,1,97,0,0,0,"1765,86",7,0,1,202601,0,5,"1765,86"
202601,4,43,431780,N,8121400,-1,514320,101,7,30,"30,00",1,3,0,1,43,0,0,0,"1127,45",8,0,1,202601,0,5,"1127,45"
202601,4,43,431490,N,8121400,1,412110,101,7,21,"30,00",2,3,0,1,97,0,0,0,"1471,55",6,0,1,202601,0,5,"1471,55"
202601,4,43,430460,N,8121400,-1,514225,101,6,37,"44,00",1,3,0,1,32,0,0,0,"1653,58",7,0,1,202601,0,5,"1653,58"
202601,4,43,432240,N,8111700,1,514325,101,3,44,"44,00",1,1,0,1,97,0,0,0,"1430,00",5,0,1,202601,0,1,"6,50"
202601,4,43,430310,N,8121400,1,514225,101,6,54,"44,00",1,1,0,1,97,0,0,0,"1769,28",5,0,1,202601,0,5,"1769,28"
202601,4,43,431720,N,8111700,1,517420,101,7,29,"44,00",2,3,0,1,97,0,0,0,"2224,60",8,0,1,202601,0,5,"2224,60"
202601,4,43,431490,N,8020001,1,517410,101,7,35,"44,00",1,3,0,1,97,0,0,0,"2146,80",4,0,1,202601,0,5,"2146,80"
202601,4,43,431780,N,8121400,-1,514320,101,7,42,"30,00",2,3,0,1,40,0,0,0,"1127,45",8,0,1,202601,0,5,"1127,45"
202601,4,43,431490,N,8111700,1,517410,101,4,38,"44,00",3,1,0,1,97,0,0,0,"1991,06",8,0,1,202601,0,5,"1991,06"
202601,4,43,431490,N,8111700,1,514320,111,4,32,"44,00",2,1,0,1,97,0,1,0,"1766,60",3,0,1,202601,0,1,"8,03"
202601,4,43,431490,N,8111700,1,513205,101,7,35,"44,00",2,3,0,1,97,0,0,0,"1736,16",5,0,1,202601,0,5,"1736,16"
202601,4,43,431780,N,8121400,1,514320,101,7,60,"32,40",1,3,0,1,97,0,0,0,"1221,40",8,0,1,202601,0,5,"1221,40"
202601,4,43,432380,N,8111700,1,517410,101,7,34,"44,00",1,1,0,1,97,0,0,0,"2126,25",5,0,1,202601,0,5,"2126,25"
202601,4,43,431490,N,8111700,-1,517410,101,7,23,"44,00",1,3,0,1,40,0,0,0,"2126,25",7,0,1,202601,0,5,"2126,25"
202601,4,43,431490,N,8111700,1,517420,101,7,47,"44,00",1,1,0,1,97,0,0,0,"1667,60",9,0,1,202601,0,5,"1667,60"
202601,4,43,431490,N,8111700,1,517410,101,7,36,"44,00",1,3,0,1,97,0,0,0,"2126,25",9,0,1,202601,0,5,"2126,25"
202601,4,43,431350,T,9700500,1,521135,101,6,42,"44,00",1,1,0,1,97,0,0,0,"1638,00",5,0,1,202601,0,5,"1638,00"
202601,4,43,431490,E,3811400,-1,514215,101,1,60,"44,00",2,1,0,1,60,0,0,0,"1685,25",9,0,1,202601,0,5,"1685,25"
202601,4,43,431490,N,8121400,-1,411010,103,6,16,"20,00",3,1,0,1,43,0,0,0,"810,50",9,1,1,202601,0,5,"810,50"
202601,4,43,430310,N,8121400,-1,514320,106,5,37,"44,00",3,3,0,1,40,0,0,0,"1611,09",10,0,1,202601,0,5,"1611,09"
202601,4,43,430463,N,8130300,-1,514320,101,4,28,"44,00",2,1,0,1,40,0,0,0,"1765,86",4,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8129000,1,519910,101,6,24,"44,00",2,1,0,1,97,0,0,0,"1818,00",3,0,1,202601,0,5,"1818,00"
202601,4,43,430920,N,8121400,-1,514320,101,7,54,"44,00",2,3,0,1,43,0,0,0,"1600,00",2,0,1,202601,0,5,"1600,00"
202601,4,43,432200,N,8129000,1,514320,101,7,45,"40,00",1,3,0,1,97,0,0,0,"1605,32",10,0,1,202601,0,5,"1605,32"
202601,4,43,431020,E,3811400,1,782510,101,7,45,"44,00",1,1,0,1,97,0,0,0,"2213,64",9,0,1,202601,0,5,"2213,64"
202601,4,43,431020,N,8121400,1,514325,101,7,23,"40,00",3,1,0,1,97,0,0,0,"1503,25",6,0,1,202601,0,5,"1503,25"
202601,4,43,432160,N,8121400,1,514320,101,7,37,"44,00",1,3,0,1,97,0,0,0,"1653,58",3,0,1,202601,0,5,"1653,58"
202601,4,43,430920,N,8121400,1,514320,101,3,29,"44,00",1,1,0,1,97,0,0,0,"1765,89",8,0,1,202601,0,5,"1765,89"
202601,4,43,430310,N,8121400,-1,514320,106,5,34,"24,00",3,3,0,1,43,0,0,0,"901,98",10,0,1,202601,0,5,"901,98"
202601,4,43,431490,N,8020001,1,517410,101,6,20,"44,00",2,1,0,1,97,0,0,0,"1991,06",7,0,1,202601,0,5,"1991,06"
202601,4,43,430460,N,8129000,1,514320,101,5,24,"44,00",3,3,0,1,97,0,0,0,"1765,86",5,0,1,202601,0,5,"1765,86"
202601,4,43,430310,N,8020001,1,517420,101,5,30,"44,00",1,1,0,1,97,0,0,0,"2408,23",7,0,1,202601,0,5,"2408,23"
202601,4,43,431490,N,8121400,-1,411010,103,7,18,"20,00",1,3,0,1,43,0,0,0,"810,50",9,1,1,202601,0,5,"810,50"
202601,4,43,431490,N,8121400,-1,517410,101,7,31,"40,00",1,3,0,1,31,0,0,0,"2126,25",8,0,1,202601,0,5,"2126,25"
202601,4,43,430463,N,8130300,-1,992225,101,7,34,"44,00",1,1,0,1,43,0,0,0,"1765,86",6,0,1,202601,0,5,"1765,86"
202601,4,43,431490,E,3811400,-1,514205,101,7,33,"44,00",2,1,0,1,40,0,0,0,"2082,31",9,0,1,202601,0,5,"2082,31"
202601,4,43,431560,N,8121400,1,514325,101,7,26,"44,00",1,1,0,1,97,0,0,0,"1653,58",7,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8121400,1,514320,101,5,33,"20,00",3,1,0,1,97,0,0,0,"802,65",6,0,1,202601,0,5,"802,65"
202601,4,43,431490,N,8111700,-1,514320,101,5,34,"44,00",1,3,0,1,31,0,0,0,"1653,58",10,0,1,202601,0,5,"1653,58"
202601,4,43,432200,N,8129000,1,517410,101,7,27,"44,00",1,1,0,1,97,0,0,0,"1991,06",10,0,1,202601,0,5,"1991,06"
202601,4,43,431490,N,8020001,1,514320,101,7,44,"44,00",1,3,0,1,97,0,0,0,"1765,86",5,0,1,202601,0,5,"1765,86"
202601,4,43,430310,N,8121400,-1,514320,106,5,34,"44,00",3,3,0,1,40,0,0,0,"1653,58",10,0,1,202601,0,5,"1653,58"
202601,4,43,430463,N,8020001,1,517420,101,7,42,"44,00",1,1,0,1,97,0,0,0,"1991,06",6,0,1,202601,0,5,"1991,06"
202601,4,43,430310,N,8121400,-1,514320,106,5,19,"33,00",3,3,0,1,40,0,0,0,"1323,00",10,0,1,202601,0,5,"1323,00"
202601,4,43,430460,N,8121400,1,514225,101,6,42,"44,00",1,3,0,1,97,0,0,0,"1765,86",7,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8111700,1,514320,101,5,49,"44,00",2,3,0,1,97,0,0,0,"1765,86",5,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8020001,-1,514320,101,7,36,"44,00",2,3,0,1,43,0,0,0,"1653,58",5,0,1,202601,0,5,"1653,58"
202601,4,43,430310,N,8121400,-1,514320,106,5,57,"44,00",3,3,0,1,43,0,0,0,"1653,58",10,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8121400,-1,514225,101,5,34,"44,00",1,3,0,1,31,0,0,0,"1653,58",8,0,1,202601,0,5,"1653,58"
202601,4,43,430920,E,3811400,-1,717020,101,4,52,"44,00",2,1,0,1,31,0,0,0,"1856,80",9,0,1,202601,0,5,"1856,80"
202601,4,43,431490,N,8121400,-1,514320,101,3,33,"22,00",1,3,0,1,43,0,0,0,"826,80",7,0,1,202601,0,5,"826,80"
202601,4,43,431490,N,8121400,1,514325,101,7,46,"44,00",2,1,0,1,97,0,0,0,"2161,38",7,0,1,202601,0,5,"2161,38"
202601,4,43,431490,N,8121400,1,514320,101,7,37,"44,00",1,1,0,1,97,0,0,0,"1931,04",7,0,1,202601,0,5,"1931,04"
202601,4,43,430910,N,8121400,1,514320,101,7,47,"44,00",1,3,0,1,97,0,0,0,"1653,58",5,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8111700,-1,514120,101,7,47,"44,00",2,1,0,1,40,0,0,0,"2151,89",6,0,1,202601,0,5,"2151,89"
202601,4,43,431490,N,8111700,1,514320,101,5,30,"30,00",1,3,0,1,97,0,0,0,"1203,99",9,0,1,202601,0,5,"1203,99"
202601,4,43,432300,N,8129000,1,514320,101,5,61,"40,00",1,3,0,1,97,0,0,0,"1605,33",7,0,1,202601,0,5,"1605,33"
202601,4,43,431490,N,8129000,1,514320,101,7,59,"44,00",1,3,0,1,97,2,0,0,"1765,86",9,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8121400,-1,517410,101,7,55,"44,00",1,1,0,1,40,0,0,0,"2126,25",8,0,1,202601,0,5,"2126,25"
202601,4,43,431490,N,8111700,1,514310,101,7,24,"44,00",2,1,0,1,97,0,0,0,"1654,40",7,0,1,202601,0,1,"7,52"
202601,4,43,431490,N,8111700,1,514320,101,7,26,"40,00",1,3,0,1,97,0,0,0,"1605,34",10,0,1,202601,0,5,"1605,34"
202601,4,43,431490,N,8111700,1,514325,105,7,33,"44,00",1,1,0,1,97,0,0,0,"1766,60",7,0,1,202601,0,1,"8,03"
202601,4,43,431760,N,8111700,1,514320,101,7,40,"44,00",1,3,0,1,97,0,0,0,"1764,00",8,0,1,202601,0,5,"1764,00"
202601,4,43,432200,N,8129000,-1,513425,101,7,47,"44,00",1,3,0,1,31,0,0,0,"1653,58",10,0,1,202601,0,5,"1653,58"
202601,4,43,432300,N,8129000,1,514320,111,6,25,"44,00",2,1,0,1,97,0,1,9,"1766,60",5,0,1,202601,0,1,"8,03"
202601,4,43,431490,N,8020001,1,514320,101,4,30,"44,00",1,3,0,1,97,0,0,0,"1765,86",7,0,1,202601,0,5,"1765,86"
202601,4,43,432300,N,8129000,1,514320,111,7,43,"44,00",3,1,0,1,97,0,1,9,"1766,60",5,0,1,202601,0,1,"8,03"
202601,4,43,431490,N,8111700,1,514320,111,7,56,"44,00",1,3,0,1,97,0,1,0,"1764,40",5,0,1,202601,0,1,"8,02"
202601,4,43,432380,N,8111700,1,517410,101,7,28,"44,00",1,1,0,1,97,0,0,0,"1991,06",5,0,1,202601,0,5,"1991,06"
202601,4,43,432300,N,8129000,1,514320,111,7,34,"44,00",1,3,0,1,97,0,1,9,"1766,60",5,0,1,202601,0,1,"8,03"
202601,4,43,431490,N,8121400,-1,514320,101,7,28,"44,00",2,3,0,1,40,0,0,0,"1765,86",5,0,1,202601,0,5,"1765,86"
202601,4,43,432300,N,8129000,1,514320,111,7,34,"44,00",2,3,0,1,97,0,1,9,"1766,60",5,0,1,202601,0,1,"8,03"
202601,4,43,430310,N,8121400,1,514320,106,5,50,"29,00",1,3,0,1,97,0,0,0,"1163,85",10,0,1,202601,0,5,"1163,85"
202601,4,43,431490,N,8020001,-1,514320,101,4,26,"44,00",2,3,0,1,31,0,0,0,"1765,86",7,0,1,202601,0,5,"1765,86"
202601,4,43,430460,N,8111700,-1,514105,101,7,23,"36,00",2,1,0,1,43,0,0,0,"1689,07",4,0,1,202601,0,5,"1689,07"
202601,4,43,430460,N,8129000,1,514310,101,7,34,"44,00",1,3,0,1,97,0,0,0,"1766,60",7,0,1,202601,0,1,"8,03"
202601,4,43,430310,N,8121400,1,514320,106,7,23,"44,00",3,3,0,1,97,0,0,0,"1764,00",10,0,1,202601,0,5,"1764,00"
202601,4,43,431350,T,9700500,1,421125,101,4,19,"44,00",1,3,0,1,97,0,0,0,"1820,00",5,0,1,202601,0,5,"1820,00"
202601,4,43,431490,N,8129000,-1,514320,101,5,49,"44,00",1,3,0,1,40,0,0,0,"1653,58",9,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8111700,1,514320,101,5,45,"44,00",2,3,0,1,97,0,0,0,"1764,40",6,0,1,202601,0,1,"8,02"
202601,4,43,431490,N,8121400,-1,410105,101,9,48,"22,00",1,1,0,1,40,0,0,0,"1853,90",9,0,1,202601,0,5,"1853,90"
202601,4,43,431490,N,8121400,-1,514320,101,5,36,"44,00",1,3,0,1,40,0,0,0,"1765,86",6,0,1,202601,0,5,"1765,86"
202601,4,43,431760,N,8130300,1,612005,101,7,25,"44,00",1,1,2,3,97,0,0,0,"2014,00",1,0,1,202601,0,5,"2014,00"
202601,4,43,431490,N,8111700,1,514320,101,6,19,"10,00",1,3,0,1,97,0,0,0,"411,90",10,0,1,202601,0,5,"411,90"
202601,4,43,430463,N,8020001,1,517420,101,7,19,"44,00",1,1,0,1,97,0,0,0,"1991,06",6,0,1,202601,0,5,"1991,06"
202601,4,43,431490,N,8111700,1,517420,101,7,62,"44,00",2,1,0,1,97,0,0,0,"1667,60",8,0,1,202601,0,5,"1667,60"
202601,4,43,430463,N,8121400,1,517410,101,7,39,"44,00",1,3,0,1,97,0,0,0,"2000,00",1,0,1,202601,0,5,"2000,00"
202601,4,43,431490,N,8020001,-1,517420,101,7,36,"36,00",1,1,0,1,40,0,0,0,"2126,25",6,0,1,202601,0,5,"2126,25"
202601,4,43,431490,N,8111700,-1,517410,101,7,34,"44,00",1,1,0,1,31,0,0,0,"2126,25",4,0,1,202601,0,5,"2126,25"
202601,4,43,430463,N,8111700,-1,717020,101,7,41,"44,00",1,1,0,1,40,0,0,0,"1734,96",2,0,1,202601,0,5,"1734,96"
202601,4,43,430460,N,8129000,-1,514320,101,6,47,"44,00",1,1,0,1,40,0,0,0,"1605,32",7,0,1,202601,0,5,"1605,32"
202601,4,43,432300,N,8129000,-1,514320,111,7,25,"44,00",2,1,0,1,43,0,1,9,"1766,60",5,0,1,202601,0,1,"8,03"
202601,4,43,431760,N,8111700,-1,514320,101,7,24,"44,00",1,3,0,1,40,0,0,0,"1764,00",8,0,1,202601,0,5,"1764,00"
202601,4,43,430310,N,8121400,1,514225,101,5,46,"44,00",1,3,0,1,97,0,0,0,"1653,38",5,0,1,202601,0,5,"1653,38"
202601,4,43,431490,N,8111700,-1,514320,101,4,46,"44,00",1,3,0,1,43,0,0,0,"1653,58",5,0,1,202601,0,5,"1653,58"
202601,4,43,432225,E,3811400,1,514205,101,4,51,"44,00",3,1,0,1,97,0,0,0,"1967,29",7,0,1,202601,0,5,"1967,29"
202601,4,43,430930,N,8111700,-1,514120,101,7,63,"44,00",3,1,0,1,40,0,0,0,"2015,07",4,0,1,202601,0,5,"2015,07"
202601,4,43,430920,E,3811400,-1,717020,101,7,44,"44,00",1,1,0,1,31,0,0,0,"1856,80",9,0,1,202601,0,5,"1856,80"
202601,4,43,431490,N,8111700,1,514120,101,7,44,"44,00",1,3,0,1,97,0,0,9,"1766,60",2,0,1,202601,0,1,"8,03"
202601,4,43,432020,E,3821100,-1,411005,103,2,15,"16,00",1,3,0,1,40,0,0,0,"828,26",6,1,1,202601,0,5,"828,26"
202601,4,43,431760,N,8111700,1,517420,101,7,33,"44,00",3,1,0,1,97,0,0,0,"2021,00",8,0,1,202601,0,5,"2021,00"
202601,4,43,430920,E,3811400,1,514320,101,5,56,"20,00",1,1,0,1,97,0,0,0,"918,72",9,0,1,202601,0,5,"918,72"
202601,4,43,431033,N,8020001,-1,411010,101,7,25,"44,00",1,3,0,1,40,0,0,0,"1661,00",4,0,1,202601,0,5,"1661,00"
202601,4,43,431550,N,8121400,-1,715210,101,7,32,"44,00",1,1,0,1,31,0,0,0,"2225,75",5,0,1,202601,0,5,"2225,75"
202601,4,43,430060,N,8111700,-1,514320,101,7,46,"44,00",1,3,0,1,31,0,0,0,"1765,86",5,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8111700,1,514325,101,5,56,"44,00",1,1,0,1,97,0,0,0,"1764,40",7,0,1,202601,0,1,"8,02"
202601,4,43,431337,E,3812200,1,514205,101,7,18,"44,00",1,1,0,1,97,0,0,0,"1894,00",2,0,1,202601,0,5,"1894,00"
202601,4,43,430060,N,8111700,1,514320,101,2,58,"24,00",2,3,0,1,97,0,0,0,"963,19",5,0,1,202601,0,5,"963,19"
202601,4,43,431490,E,3811400,-1,782510,101,7,57,"44,00",1,1,0,1,31,0,0,0,"2076,80",5,0,1,202601,0,1,"9,44"
202601,4,43,432200,N,8129000,1,322405,101,7,24,"40,00",1,3,0,1,97,0,0,0,"2099,27",10,0,1,202601,0,5,"2099,27"
202601,4,43,431490,N,8111700,1,514320,111,7,19,"44,00",1,1,0,1,97,0,1,0,"1766,60",3,0,1,202601,0,1,"8,03"
202601,4,43,432200,N,8129000,1,517420,101,7,47,"44,00",1,1,0,1,97,0,0,0,"1991,06",10,0,1,202601,0,5,"1991,06"
202601,4,43,431490,N,8111700,-1,517410,101,6,55,"44,00",3,3,0,1,40,0,0,0,"2126,25",4,0,1,202601,0,5,"2126,25"
202601,4,43,431490,N,8111700,-1,514320,101,4,23,"20,00",3,3,0,1,40,0,0,0,"802,66",4,0,1,202601,0,5,"802,66"
202601,4,43,431490,N,8111700,-1,514320,101,4,60,"44,00",3,3,0,1,40,0,0,0,"1765,86",9,0,1,202601,0,5,"1765,86"
202601,4,43,430460,N,8129000,-1,514325,101,7,27,"44,00",1,1,0,1,40,0,0,0,"1915,91",5,0,1,202601,0,5,"1915,91"
202601,4,43,430920,N,8121400,-1,514320,101,7,26,"44,00",1,3,0,1,32,0,0,0,"1653,58",8,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8111700,-1,517420,101,7,27,"44,00",1,3,0,1,40,0,0,0,"1667,60",9,0,1,202601,0,5,"1667,60"
202601,4,43,430310,N,8121400,-1,514320,101,7,51,"44,00",1,1,0,1,40,0,0,0,"1653,63",10,0,1,202601,0,5,"1653,63"
202601,4,43,430460,N,8111700,1,514320,101,6,24,"44,00",1,3,0,1,97,0,0,0,"1652,20",4,0,1,202601,0,1,"7,51"
202601,4,43,431490,N,8111700,-1,513205,101,6,43,"40,00",1,3,0,1,31,0,0,0,"1578,33",9,0,1,202601,0,5,"1578,33"
202601,4,43,430460,N,8121400,1,514320,101,6,62,"44,00",1,1,0,1,97,0,0,0,"1653,58",5,0,1,202601,0,5,"1653,58"
202601,4,43,431490,E,3811400,-1,516610,101,7,29,"44,00",3,1,0,1,40,0,0,0,"1765,86",9,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8121400,1,514320,101,7,21,"40,00",3,3,0,1,97,0,0,0,"1605,33",8,0,1,202601,0,5,"1605,33"
202601,4,43,431020,E,3811400,1,514205,101,5,23,"44,00",1,1,0,1,97,0,0,0,"1949,91",9,0,1,202601,0,5,"1949,91"
202601,4,43,430920,N,8121400,1,514225,101,7,20,"44,00",3,3,0,1,97,0,0,0,"1765,86",5,0,1,202601,0,5,"1765,86"
202601,4,43,431020,N,8111700,1,422105,101,5,21,"36,00",3,3,0,1,97,0,0,0,"1869,50",8,0,1,202601,0,5,"1869,50"
202601,4,43,431490,N,8121400,1,514320,101,7,50,"24,00",1,3,0,1,97,0,0,0,"902,40",5,0,1,202601,0,1,"7,52"
202601,4,43,430460,N,8111700,1,514320,101,7,28,"44,00",1,3,0,1,97,0,0,0,"1765,86",5,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8111700,-1,514320,111,7,22,"44,00",1,3,0,1,40,0,1,0,"1764,40",5,0,1,202601,0,1,"8,02"
202601,4,43,430460,N,8121400,-1,514320,101,7,42,"44,00",1,3,0,1,40,0,0,0,"1765,86",4,0,1,202601,0,5,"1765,86"
202601,4,43,431820,N,8130300,-1,622010,101,5,35,"44,00",1,1,0,1,40,0,0,0,"1925,00",5,0,1,202601,0,5,"1925,00"
202601,4,43,432180,N,8129000,-1,514310,101,7,27,"40,80",1,3,0,1,43,0,0,0,"1653,58",4,0,1,202601,0,5,"1653,58"
202601,4,43,432180,N,8129000,-1,514310,101,7,38,"44,00",1,3,0,1,31,0,0,0,"1653,58",4,0,1,202601,0,5,"1653,58"
202601,4,43,431490,N,8111700,1,414105,101,9,28,"40,00",1,3,0,1,97,0,0,0,"1605,33",9,0,1,202601,0,5,"1605,33"
202601,4,43,431490,N,8121400,1,517410,101,7,49,"44,00",1,1,0,1,97,0,0,0,"1991,06",8,0,1,202601,0,5,"1991,06"
202601,4,43,431490,N,8121400,1,514305,101,7,29,"44,00",3,1,0,1,97,0,0,0,"1653,58",6,0,1,202601,0,5,"1653,58"
202601,4,43,431020,N,8129000,-1,514320,101,4,39,"40,00",1,3,0,1,31,0,0,0,"1700,00",3,0,1,202601,0,5,"1700,00"
202601,4,43,431490,N,8121400,1,784205,101,5,22,"44,00",1,3,0,1,97,0,0,0,"1765,86",7,0,1,202601,0,5,"1765,86"
202601,4,43,431490,N,8111700,-1,517410,101,7,45,"44,00",1,1,0,1,40,0,0,0,"2126,25",3,0,1,202601,0,5,"2126,25"
202601,4,43,431490,N,8111700,-1,783210,111,7,28,"44,00",2,1,0,1,40,0,1,0,"1764,40",5,0,1,202601,0,1,"8,02"
202601,4,43,431490,N,8121400,1,514320,101,6,18,"40,00",1,3,0,1,97,0,0,0,"1605,33",9,0,1,202601,0,5,"1605,33"
202601,4,43,430460,N,8129000,-1,622010,101,7,56,"44,00",3,1,0,1,40,0,0,0,"2514,15",8,0,1,202601,0,5,"2514,15"
202601,4,43,431490,N,8121400,-1,514320,101,7,36,"22,00",3,3,0,1,40,0,0,0,"826,80",7,0,1,202601,0,5,"826,80"
202601,4,43,430920,N,8111700,1,951315,101,7,53,"36,00",1,1,0,1,97,0,0,0,"1845,50",5,0,1,202601,0,5,"1845,50"
202601,4,43,430920,N,8121400,-1,514320,101,2,37,"44,00",2,1,0,1,43,0,0,0,"1653,58",8,0,1,202601,0,5,"1653,58"
202601,4,43,430910,N,8111700,1,513405,101,7,27,"44,00",1,1,0,1,97,0,0,0,"1925,00",5,0,1,202601,0,5,"1925,00"
202601,4,43,431890,N,8130300,1,514215,101,7,30,"36,00",1,1,0,1,97,0,0,0,"1378,84",6,0,1,202601,0,5,"1378,84"
202601,4,43,430676,N,8121400,-1,717020,101,5,29,"44,00",1,1,0,1,40,0,0,0,"1856,80",6,0,1,202601,0,5,"1856,80"
